,fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity
2543,Play Intense Givenchy 2008 EAU DE TOILETTE,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.585,0.897,0.854,0.992
2544,Play Intense Givenchy 2008 EAU DE TOILETTE,Mandarino di Amalfi Acqua Tom Ford 2017,0.104,0.711,0.472,0.866
2545,Play Intense Givenchy 2008 EAU DE TOILETTE,Millésime Impérial Creed 1994,0.19,0.819,0.59,0.951
2546,Play Intense Givenchy 2008 EAU DE TOILETTE,Mousse Illuminée Rogue 2018,0.286,0.9,0.857,0.852
2547,Play Intense Givenchy 2008 EAU DE TOILETTE,Mugler Cologne Mugler 2001,0.058,0.646,0.507,0.882
2548,Play Intense Givenchy 2008 EAU DE TOILETTE,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.817,0.987,1.0,0.831
2549,Play Intense Givenchy 2008 EAU DE TOILETTE,Myslf Yves Saint Laurent 2023,0.431,0.836,0.799,0.994
2550,Play Intense Givenchy 2008 EAU DE TOILETTE,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.111,0.728,0.409,0.86
2551,Play Intense Givenchy 2008 EAU DE TOILETTE,Oliver Strangers Parfumerie 2018,0.212,0.711,0.565,0.902
2552,Play Intense Givenchy 2008 EAU DE TOILETTE,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.449,0.994,1.0,0.926
2553,Play Intense Givenchy 2008 EAU DE TOILETTE,Oud for Greatness Initio 2018,0.677,0.967,0.996,0.921
2554,Play Intense Givenchy 2008 EAU DE TOILETTE,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.673,0.981,0.998,0.898
2555,Play Intense Givenchy 2008 EAU DE TOILETTE,Percival Parfums de Marly 2018,0.351,0.755,0.699,0.994
2556,Polo Deep Blue Ralph Lauren 2020,1 Million Elixir Paco Rabanne 2022,0.373,0.435,0.467,0.944
2557,Polo Deep Blue Ralph Lauren 2020,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.351,0.474,0.543,0.945
2558,Polo Deep Blue Ralph Lauren 2020,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.574,0.572,0.709,0.978
2559,Polo Deep Blue Ralph Lauren 2020,Acqua di Giò Parfum Giorgio Armani 2023,0.903,0.941,0.963,0.988
2560,Polo Deep Blue Ralph Lauren 2020,Althaïr Parfums de Marly 2023,0.184,0.511,0.283,0.911
2561,Polo Deep Blue Ralph Lauren 2020,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.26,0.658,0.519,0.621
2562,Polo Deep Blue Ralph Lauren 2020,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.654,0.913,0.932,0.967
2563,Polo Deep Blue Ralph Lauren 2020,Angels' Share Kilian 2020,0.213,0.389,0.262,0.78
2564,Polo Deep Blue Ralph Lauren 2020,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.964,0.979,0.988,0.996
2565,Polo Deep Blue Ralph Lauren 2020,Armani Code Absolu pour Homme Giorgio Armani 2019,0.307,0.504,0.438,0.986
2566,Polo Deep Blue Ralph Lauren 2020,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.517,0.676,0.567,0.995
2567,Polo Deep Blue Ralph Lauren 2020,Artisan Pure John Varvatos 2017,0.705,0.992,0.987,0.984
2568,Polo Deep Blue Ralph Lauren 2020,Aventus Creed 2010,0.693,0.845,0.92,0.999
2569,Polo Deep Blue Ralph Lauren 2020,Awake Akro 2018,0.312,0.759,0.499,0.793
2570,Polo Deep Blue Ralph Lauren 2020,Bad Boy Cobalt Carolina Herrera 2022,0.707,0.91,0.903,0.955
2571,Polo Deep Blue Ralph Lauren 2020,Bentley for Men Absolute Bentley 2014,0.166,0.611,0.411,0.94
2572,Polo Deep Blue Ralph Lauren 2020,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.784,0.985,0.989,0.808
2573,Polo Deep Blue Ralph Lauren 2020,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.866,0.913,0.919,1.0
2574,Polo Deep Blue Ralph Lauren 2020,Bon Monsieur Rogue 2020,0.531,0.882,0.896,0.927
2575,Polo Deep Blue Ralph Lauren 2020,Boss Bottled Elixir Hugo Boss 2023,0.198,0.575,0.342,0.977
2576,Polo Deep Blue Ralph Lauren 2020,Boss Bottled Parfum Hugo Boss 2022,0.562,0.71,0.606,0.999
2577,Polo Deep Blue Ralph Lauren 2020,Chrome Azzaro 1996 EAU DE TOILETTE,0.964,0.991,0.986,0.991
2578,Polo Deep Blue Ralph Lauren 2020,Chrome Extrême Azzaro 2020,0.928,0.967,0.998,0.993
2579,Polo Deep Blue Ralph Lauren 2020,Cigar Rum Strangers Parfumerie 2017,0.31,0.595,0.523,0.866
2580,Polo Deep Blue Ralph Lauren 2020,Club Black Mercedes-Benz 2017,0.229,0.529,0.31,0.942
2581,Polo Deep Blue Ralph Lauren 2020,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.9,0.948,0.993,0.948
2582,Polo Deep Blue Ralph Lauren 2020,Dark Akro 2018,0.209,0.58,0.413,0.776
2583,Polo Deep Blue Ralph Lauren 2020,Dior Homme Cologne Dior 2013,0.795,0.992,0.99,0.961
2584,Polo Deep Blue Ralph Lauren 2020,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.577,0.907,0.943,0.981
2585,Polo Deep Blue Ralph Lauren 2020,Dior Homme Intense Dior 2011,0.185,0.454,0.427,0.962
2586,Polo Deep Blue Ralph Lauren 2020,Dior Homme Parfum Dior 2014,0.167,0.43,0.409,0.956
2587,Polo Deep Blue Ralph Lauren 2020,Eau Parfumée au Thé Blanc Bvlgari 2003,0.685,0.977,0.976,0.627
2588,Polo Deep Blue Ralph Lauren 2020,Eau Parfumée au Thé Vert Bvlgari 1992,0.685,0.982,0.987,0.614
2589,Polo Deep Blue Ralph Lauren 2020,Eau de Soleil Blanc Tom Ford 2017,0.403,0.932,0.989,0.666
2590,Polo Deep Blue Ralph Lauren 2020,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.249,0.41,0.267,0.992
2591,Polo Deep Blue Ralph Lauren 2020,Eros Versace 2020 EAU DE PARFUM,0.745,0.687,0.822,0.95
2592,Polo Deep Blue Ralph Lauren 2020,Explorer Montblanc 2019,0.778,0.944,0.924,0.999
2593,Polo Deep Blue Ralph Lauren 2020,First Instinct Together Man Abercrombie & Fitch 2020,0.856,0.969,0.958,0.935
2594,Polo Deep Blue Ralph Lauren 2020,Gentleman Givenchy Réserve Privée Givenchy 2022,0.22,0.468,0.331,0.979
2595,Polo Deep Blue Ralph Lauren 2020,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.709,0.909,0.916,0.964
2596,Polo Deep Blue Ralph Lauren 2020,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.572,0.831,0.878,0.98
2597,Polo Deep Blue Ralph Lauren 2020,Haltane Parfums de Marly 2021,0.278,0.527,0.471,0.954
2598,Polo Deep Blue Ralph Lauren 2020,Hero Burberry 2022 EAU DE PARFUM,0.401,0.756,0.488,0.991
2599,Polo Deep Blue Ralph Lauren 2020,Herod Parfums de Marly 2012,0.255,0.482,0.308,0.964
2600,Polo Deep Blue Ralph Lauren 2020,Hugo Iced Hugo Boss 2017,0.926,0.986,0.996,0.986
2601,Polo Deep Blue Ralph Lauren 2020,Invictus Platinum Paco Rabanne 2022,0.749,0.881,0.934,0.918
2602,Polo Deep Blue Ralph Lauren 2020,Invictus Victory Paco Rabanne 2021,0.571,0.58,0.566,0.97
2603,Polo Deep Blue Ralph Lauren 2020,Jimmy Choo Man Aqua Jimmy Choo 2022,0.824,0.986,0.998,0.972
2604,Polo Deep Blue Ralph Lauren 2020,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.903,0.975,0.988,0.988
2605,Polo Deep Blue Ralph Lauren 2020,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.376,0.531,0.635,0.995
2606,Polo Deep Blue Ralph Lauren 2020,Layton Parfums de Marly 2016,0.425,0.606,0.581,0.992
2607,Polo Deep Blue Ralph Lauren 2020,Le Mâle Elixir Jean Paul Gaultier 2023,0.198,0.463,0.409,0.966
2608,Polo Deep Blue Ralph Lauren 2020,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.454,0.685,0.706,0.977
2609,Polo Deep Blue Ralph Lauren 2020,Legend Montblanc 2011 EAU DE TOILETTE,0.785,0.945,0.908,0.998
2610,Polo Deep Blue Ralph Lauren 2020,Legend Montblanc 2020 EAU DE PARFUM,0.771,0.946,0.871,0.998
2611,Polo Deep Blue Ralph Lauren 2020,Les Royales Exclusives - Spice and Wood Creed 2010,0.617,0.775,0.818,0.949
2612,Polo Deep Blue Ralph Lauren 2020,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.921,0.993,0.987,0.975
2613,Polo Deep Blue Ralph Lauren 2020,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.261,0.549,0.63,0.638
2614,Polo Deep Blue Ralph Lauren 2020,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.681,0.879,0.853,0.984
2615,Polo Deep Blue Ralph Lauren 2020,Mandarino di Amalfi Acqua Tom Ford 2017,0.872,0.981,0.989,0.845
2616,Polo Deep Blue Ralph Lauren 2020,Millésime Impérial Creed 1994,0.893,0.931,0.984,0.961
2617,Polo Deep Blue Ralph Lauren 2020,Mousse Illuminée Rogue 2018,0.478,0.825,0.831,0.892
2618,Polo Deep Blue Ralph Lauren 2020,Mugler Cologne Mugler 2001,0.774,0.99,0.992,0.853
2619,Polo Deep Blue Ralph Lauren 2020,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.211,0.488,0.472,0.856
2620,Polo Deep Blue Ralph Lauren 2020,Myslf Yves Saint Laurent 2023,0.686,0.929,0.902,0.959
2621,Polo Deep Blue Ralph Lauren 2020,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.826,0.981,0.991,0.843
2622,Polo Deep Blue Ralph Lauren 2020,Oliver Strangers Parfumerie 2018,0.733,0.968,0.986,0.89
2623,Polo Deep Blue Ralph Lauren 2020,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.165,0.548,0.467,0.963
2624,Polo Deep Blue Ralph Lauren 2020,Oud for Greatness Initio 2018,0.227,0.407,0.402,0.954
2625,Polo Deep Blue Ralph Lauren 2020,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.212,0.462,0.431,0.938
2626,Polo Deep Blue Ralph Lauren 2020,Percival Parfums de Marly 2018,0.919,0.97,0.956,0.995
2627,Polo Deep Blue Ralph Lauren 2020,Play Intense Givenchy 2008 EAU DE TOILETTE,0.241,0.587,0.473,0.979
2628,Polo Red Parfum Ralph Lauren 2023,1 Million Elixir Paco Rabanne 2022,0.8,0.755,0.93,0.946
2629,Polo Red Parfum Ralph Lauren 2023,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.786,0.785,0.931,0.94
2630,Polo Red Parfum Ralph Lauren 2023,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.797,0.856,1.0,0.971
2631,Polo Red Parfum Ralph Lauren 2023,Acqua di Giò Parfum Giorgio Armani 2023,0.377,0.981,0.879,0.976
2632,Polo Red Parfum Ralph Lauren 2023,Althaïr Parfums de Marly 2023,0.512,0.822,0.814,0.964
2633,Polo Red Parfum Ralph Lauren 2023,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.528,0.92,0.946,0.746
2634,Polo Red Parfum Ralph Lauren 2023,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.74,0.992,0.92,0.991
2635,Polo Red Parfum Ralph Lauren 2023,Angels' Share Kilian 2020,0.581,0.726,0.793,0.874
2636,Polo Red Parfum Ralph Lauren 2023,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.414,0.948,0.796,0.993
2637,Polo Red Parfum Ralph Lauren 2023,Armani Code Absolu pour Homme Giorgio Armani 2019,0.713,0.817,0.893,0.984
2638,Polo Red Parfum Ralph Lauren 2023,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.739,0.93,0.961,0.996
2639,Polo Red Parfum Ralph Lauren 2023,Artisan Pure John Varvatos 2017,0.275,0.926,0.637,0.996
2640,Polo Red Parfum Ralph Lauren 2023,Aventus Creed 2010,0.743,0.982,0.927,0.985
2641,Polo Red Parfum Ralph Lauren 2023,Awake Akro 2018,0.523,0.958,0.931,0.885
2642,Polo Red Parfum Ralph Lauren 2023,Bad Boy Cobalt Carolina Herrera 2022,0.882,0.969,0.947,0.944
2643,Polo Red Parfum Ralph Lauren 2023,Bentley for Men Absolute Bentley 2014,0.361,0.895,0.889,0.951
2644,Polo Red Parfum Ralph Lauren 2023,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.406,0.939,0.755,0.895
2645,Polo Red Parfum Ralph Lauren 2023,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.553,0.99,0.929,0.984
2646,Polo Red Parfum Ralph Lauren 2023,Bon Monsieur Rogue 2020,0.382,0.992,0.951,0.952
2647,Polo Red Parfum Ralph Lauren 2023,Boss Bottled Elixir Hugo Boss 2023,0.481,0.862,0.865,0.969
2648,Polo Red Parfum Ralph Lauren 2023,Boss Bottled Parfum Hugo Boss 2022,0.862,0.944,0.982,0.986
2649,Polo Red Parfum Ralph Lauren 2023,Chrome Azzaro 1996 EAU DE TOILETTE,0.428,0.912,0.77,0.973
2650,Polo Red Parfum Ralph Lauren 2023,Chrome Extrême Azzaro 2020,0.469,0.943,0.752,0.974
2651,Polo Red Parfum Ralph Lauren 2023,Cigar Rum Strangers Parfumerie 2017,0.773,0.868,0.949,0.938
2652,Polo Red Parfum Ralph Lauren 2023,Club Black Mercedes-Benz 2017,0.532,0.833,0.839,0.983
2653,Polo Red Parfum Ralph Lauren 2023,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.495,0.984,0.785,0.988
2654,Polo Red Parfum Ralph Lauren 2023,Dark Akro 2018,0.543,0.847,0.89,0.872
2655,Polo Red Parfum Ralph Lauren 2023,Dior Homme Cologne Dior 2013,0.363,0.903,0.668,0.988
2656,Polo Red Parfum Ralph Lauren 2023,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.594,0.993,0.909,0.996
2657,Polo Red Parfum Ralph Lauren 2023,Dior Homme Intense Dior 2011,0.486,0.785,0.896,0.992
2658,Polo Red Parfum Ralph Lauren 2023,Dior Homme Parfum Dior 2014,0.413,0.766,0.884,0.982
2659,Polo Red Parfum Ralph Lauren 2023,Eau Parfumée au Thé Blanc Bvlgari 2003,0.48,0.946,0.836,0.741
2660,Polo Red Parfum Ralph Lauren 2023,Eau Parfumée au Thé Vert Bvlgari 1992,0.339,0.905,0.746,0.734
2661,Polo Red Parfum Ralph Lauren 2023,Eau de Soleil Blanc Tom Ford 2017,0.399,0.974,0.675,0.772
2662,Polo Red Parfum Ralph Lauren 2023,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.605,0.748,0.798,0.996
2663,Polo Red Parfum Ralph Lauren 2023,Eros Versace 2020 EAU DE PARFUM,0.78,0.897,0.975,0.923
2664,Polo Red Parfum Ralph Lauren 2023,Explorer Montblanc 2019,0.639,0.981,0.929,0.982
2665,Polo Red Parfum Ralph Lauren 2023,First Instinct Together Man Abercrombie & Fitch 2020,0.649,0.812,0.862,0.953
2666,Polo Red Parfum Ralph Lauren 2023,Gentleman Givenchy Réserve Privée Givenchy 2022,0.575,0.795,0.857,0.973
2667,Polo Red Parfum Ralph Lauren 2023,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.429,0.987,0.935,0.979
2668,Polo Red Parfum Ralph Lauren 2023,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.775,0.989,0.963,0.998
2669,Polo Red Parfum Ralph Lauren 2023,Haltane Parfums de Marly 2021,0.594,0.836,0.921,0.965
2670,Polo Red Parfum Ralph Lauren 2023,Hero Burberry 2022 EAU DE PARFUM,0.686,0.97,0.938,0.989
2671,Polo Red Parfum Ralph Lauren 2023,Herod Parfums de Marly 2012,0.693,0.802,0.836,0.995
2672,Polo Red Parfum Ralph Lauren 2023,Hugo Iced Hugo Boss 2017,0.433,0.894,0.75,0.99
2673,Polo Red Parfum Ralph Lauren 2023,Invictus Platinum Paco Rabanne 2022,0.712,0.95,0.917,0.91
2674,Polo Red Parfum Ralph Lauren 2023,Invictus Victory Paco Rabanne 2021,0.712,0.868,0.958,0.946
2675,Polo Red Parfum Ralph Lauren 2023,Jimmy Choo Man Aqua Jimmy Choo 2022,0.317,0.863,0.734,0.949
2676,Polo Red Parfum Ralph Lauren 2023,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.467,0.958,0.797,0.999
2677,Polo Red Parfum Ralph Lauren 2023,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.744,0.841,0.976,0.992
2678,Polo Red Parfum Ralph Lauren 2023,Layton Parfums de Marly 2016,0.908,0.883,0.964,0.994
2679,Polo Red Parfum Ralph Lauren 2023,Le Mâle Elixir Jean Paul Gaultier 2023,0.494,0.775,0.89,0.979
2680,Polo Red Parfum Ralph Lauren 2023,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.695,0.911,0.978,0.977
2681,Polo Red Parfum Ralph Lauren 2023,Legend Montblanc 2011 EAU DE TOILETTE,0.81,0.985,0.943,0.982
2682,Polo Red Parfum Ralph Lauren 2023,Legend Montblanc 2020 EAU DE PARFUM,0.72,0.979,0.963,0.982
2683,Polo Red Parfum Ralph Lauren 2023,Les Royales Exclusives - Spice and Wood Creed 2010,0.654,0.974,0.983,0.98
2684,Polo Red Parfum Ralph Lauren 2023,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.468,0.852,0.631,0.97
2685,Polo Red Parfum Ralph Lauren 2023,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.74,0.839,0.965,0.75
2686,Polo Red Parfum Ralph Lauren 2023,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.677,0.993,0.972,0.976
2687,Polo Red Parfum Ralph Lauren 2023,Mandarino di Amalfi Acqua Tom Ford 2017,0.452,0.951,0.707,0.922
2688,Polo Red Parfum Ralph Lauren 2023,Millésime Impérial Creed 1994,0.548,0.989,0.818,0.994
2689,Polo Red Parfum Ralph Lauren 2023,Mousse Illuminée Rogue 2018,0.409,0.973,0.983,0.947
2690,Polo Red Parfum Ralph Lauren 2023,Mugler Cologne Mugler 2001,0.329,0.914,0.743,0.924
2691,Polo Red Parfum Ralph Lauren 2023,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.573,0.804,0.916,0.929
2692,Polo Red Parfum Ralph Lauren 2023,Myslf Yves Saint Laurent 2023,0.665,0.99,0.945,0.966
2693,Polo Red Parfum Ralph Lauren 2023,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.365,0.948,0.671,0.922
2694,Polo Red Parfum Ralph Lauren 2023,Oliver Strangers Parfumerie 2018,0.481,0.948,0.803,0.953
2695,Polo Red Parfum Ralph Lauren 2023,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.433,0.846,0.922,0.989
2696,Polo Red Parfum Ralph Lauren 2023,Oud for Greatness Initio 2018,0.549,0.741,0.884,0.987
2697,Polo Red Parfum Ralph Lauren 2023,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.499,0.787,0.897,0.977
2698,Polo Red Parfum Ralph Lauren 2023,Percival Parfums de Marly 2018,0.66,0.961,0.889,0.988
2699,Polo Red Parfum Ralph Lauren 2023,Play Intense Givenchy 2008 EAU DE TOILETTE,0.656,0.873,0.919,0.971
2700,Polo Red Parfum Ralph Lauren 2023,Polo Deep Blue Ralph Lauren 2020,0.555,0.877,0.718,0.985
2701,Reflection Man Amouage 2007,1 Million Elixir Paco Rabanne 2022,0.602,0.86,0.822,0.943
2702,Reflection Man Amouage 2007,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.516,0.888,0.857,0.938
2703,Reflection Man Amouage 2007,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.669,0.939,0.957,0.969
2704,Reflection Man Amouage 2007,Acqua di Giò Parfum Giorgio Armani 2023,0.357,0.92,0.976,0.979
2705,Reflection Man Amouage 2007,Althaïr Parfums de Marly 2023,0.536,0.913,0.677,0.962
2706,Reflection Man Amouage 2007,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.717,0.973,0.854,0.74
2707,Reflection Man Amouage 2007,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.875,0.959,0.992,0.989
2708,Reflection Man Amouage 2007,Angels' Share Kilian 2020,0.505,0.839,0.656,0.87
2709,Reflection Man Amouage 2007,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.35,0.858,0.931,0.993
2710,Reflection Man Amouage 2007,Armani Code Absolu pour Homme Giorgio Armani 2019,0.584,0.912,0.791,0.983
2711,Reflection Man Amouage 2007,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.71,0.987,0.882,0.996
2712,Reflection Man Amouage 2007,Artisan Pure John Varvatos 2017,0.494,0.828,0.824,0.996
2713,Reflection Man Amouage 2007,Aventus Creed 2010,0.448,0.982,0.995,0.987
2714,Reflection Man Amouage 2007,Awake Akro 2018,0.403,0.969,0.837,0.881
2715,Reflection Man Amouage 2007,Bad Boy Cobalt Carolina Herrera 2022,0.545,0.926,0.998,0.942
2716,Reflection Man Amouage 2007,Bentley for Men Absolute Bentley 2014,0.297,0.956,0.776,0.954
2717,Reflection Man Amouage 2007,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.363,0.843,0.903,0.891
2718,Reflection Man Amouage 2007,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.452,0.953,0.995,0.985
2719,Reflection Man Amouage 2007,Bon Monsieur Rogue 2020,0.537,0.974,0.999,0.955
2720,Reflection Man Amouage 2007,Boss Bottled Elixir Hugo Boss 2023,0.422,0.937,0.732,0.973
2721,Reflection Man Amouage 2007,Boss Bottled Parfum Hugo Boss 2022,0.578,0.991,0.907,0.987
2722,Reflection Man Amouage 2007,Chrome Azzaro 1996 EAU DE TOILETTE,0.418,0.802,0.913,0.973
2723,Reflection Man Amouage 2007,Chrome Extrême Azzaro 2020,0.306,0.861,0.903,0.976
2724,Reflection Man Amouage 2007,Cigar Rum Strangers Parfumerie 2017,0.4,0.941,0.856,0.935
2725,Reflection Man Amouage 2007,Club Black Mercedes-Benz 2017,0.502,0.921,0.703,0.981
2726,Reflection Man Amouage 2007,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.413,0.925,0.926,0.986
2727,Reflection Man Amouage 2007,Dark Akro 2018,0.408,0.904,0.777,0.868
2728,Reflection Man Amouage 2007,Dior Homme Cologne Dior 2013,0.394,0.79,0.845,0.986
2729,Reflection Man Amouage 2007,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.841,0.953,0.988,0.995
2730,Reflection Man Amouage 2007,Dior Homme Intense Dior 2011,0.725,0.891,0.787,0.992
2731,Reflection Man Amouage 2007,Dior Homme Parfum Dior 2014,0.641,0.877,0.773,0.983
2732,Reflection Man Amouage 2007,Eau Parfumée au Thé Blanc Bvlgari 2003,0.728,0.859,0.954,0.736
2733,Reflection Man Amouage 2007,Eau Parfumée au Thé Vert Bvlgari 1992,0.575,0.785,0.897,0.728
2734,Reflection Man Amouage 2007,Eau de Soleil Blanc Tom Ford 2017,0.759,0.928,0.853,0.766
2735,Reflection Man Amouage 2007,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.5,0.856,0.661,0.996
2736,Reflection Man Amouage 2007,Eros Versace 2020 EAU DE PARFUM,0.53,0.947,0.99,0.922
2737,Reflection Man Amouage 2007,Explorer Montblanc 2019,0.417,0.923,0.995,0.983
2738,Reflection Man Amouage 2007,First Instinct Together Man Abercrombie & Fitch 2020,0.491,0.697,0.961,0.95
2739,Reflection Man Amouage 2007,Gentleman Givenchy Réserve Privée Givenchy 2022,0.648,0.895,0.722,0.976
2740,Reflection Man Amouage 2007,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.438,0.947,0.997,0.981
2741,Reflection Man Amouage 2007,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.801,0.986,1.0,0.997
2742,Reflection Man Amouage 2007,Haltane Parfums de Marly 2021,0.519,0.925,0.819,0.968
2743,Reflection Man Amouage 2007,Hero Burberry 2022 EAU DE PARFUM,0.583,0.988,0.832,0.988
2744,Reflection Man Amouage 2007,Herod Parfums de Marly 2012,0.538,0.899,0.7,0.994
2745,Reflection Man Amouage 2007,Hugo Iced Hugo Boss 2017,0.388,0.767,0.9,0.989
2746,Reflection Man Amouage 2007,Invictus Platinum Paco Rabanne 2022,0.514,0.911,0.988,0.906
2747,Reflection Man Amouage 2007,Invictus Victory Paco Rabanne 2021,0.544,0.939,0.88,0.945
2748,Reflection Man Amouage 2007,Jimmy Choo Man Aqua Jimmy Choo 2022,0.341,0.758,0.891,0.948
2749,Reflection Man Amouage 2007,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.514,0.879,0.931,0.999
2750,Reflection Man Amouage 2007,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.692,0.929,0.919,0.991
2751,Reflection Man Amouage 2007,Layton Parfums de Marly 2016,0.624,0.957,0.89,0.993
2752,Reflection Man Amouage 2007,Le Mâle Elixir Jean Paul Gaultier 2023,0.512,0.875,0.776,0.976
2753,Reflection Man Amouage 2007,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.81,0.959,0.95,0.976
2754,Reflection Man Amouage 2007,Legend Montblanc 2011 EAU DE TOILETTE,0.579,0.929,0.997,0.982
2755,Reflection Man Amouage 2007,Legend Montblanc 2020 EAU DE PARFUM,0.646,0.91,0.994,0.983
2756,Reflection Man Amouage 2007,Les Royales Exclusives - Spice and Wood Creed 2010,0.462,0.998,0.992,0.981
2757,Reflection Man Amouage 2007,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.368,0.716,0.821,0.968
2758,Reflection Man Amouage 2007,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.403,0.923,0.912,0.744
2759,Reflection Man Amouage 2007,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.698,0.975,0.998,0.975
2760,Reflection Man Amouage 2007,Mandarino di Amalfi Acqua Tom Ford 2017,0.395,0.863,0.874,0.919
2761,Reflection Man Amouage 2007,Millésime Impérial Creed 1994,0.385,0.944,0.943,0.993
2762,Reflection Man Amouage 2007,Mousse Illuminée Rogue 2018,0.457,0.975,0.993,0.948
2763,Reflection Man Amouage 2007,Mugler Cologne Mugler 2001,0.415,0.807,0.898,0.921
2764,Reflection Man Amouage 2007,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.567,0.898,0.818,0.928
2765,Reflection Man Amouage 2007,Myslf Yves Saint Laurent 2023,0.731,0.943,0.998,0.964
2766,Reflection Man Amouage 2007,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.524,0.864,0.847,0.918
2767,Reflection Man Amouage 2007,Oliver Strangers Parfumerie 2018,0.548,0.876,0.933,0.951
2768,Reflection Man Amouage 2007,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.409,0.933,0.818,0.99
2769,Reflection Man Amouage 2007,Oud for Greatness Initio 2018,0.504,0.85,0.769,0.988
2770,Reflection Man Amouage 2007,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.503,0.887,0.789,0.977
