,fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity
118,Bon Monsieur Rogue 2020,Bentley for Men Absolute Bentley 2014,0.406,0.906,0.756,0.981
119,Bon Monsieur Rogue 2020,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.646,0.936,0.913,0.854
120,Boss Bottled Elixir Hugo Boss 2023,1 Million Elixir Paco Rabanne 2022,0.441,0.977,0.989,0.867
121,Boss Bottled Elixir Hugo Boss 2023,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.6,0.984,0.973,0.864
122,Boss Bottled Elixir Hugo Boss 2023,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.499,0.998,0.876,0.918
123,Boss Bottled Elixir Hugo Boss 2023,Acqua di Giò Parfum Giorgio Armani 2023,0.179,0.773,0.573,0.994
124,Boss Bottled Elixir Hugo Boss 2023,Althaïr Parfums de Marly 2023,0.469,0.991,0.994,0.893
125,Boss Bottled Elixir Hugo Boss 2023,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.623,0.991,0.979,0.625
126,Boss Bottled Elixir Hugo Boss 2023,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.41,0.835,0.643,0.93
127,Boss Bottled Elixir Hugo Boss 2023,Angels' Share Kilian 2020,0.57,0.969,0.989,0.781
128,Boss Bottled Elixir Hugo Boss 2023,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.18,0.705,0.447,0.963
129,Boss Bottled Elixir Hugo Boss 2023,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.64,0.975,0.966,0.971
130,Boss Bottled Elixir Hugo Boss 2023,Aventus Creed 2010,0.441,0.907,0.678,0.983
131,Boss Bottled Elixir Hugo Boss 2023,Awake Akro 2018,0.525,0.946,0.985,0.797
132,Boss Bottled Elixir Hugo Boss 2023,Bad Boy Cobalt Carolina Herrera 2022,0.399,0.853,0.694,0.881
133,Boss Bottled Elixir Hugo Boss 2023,Bentley for Men Absolute Bentley 2014,0.948,0.996,0.996,0.983
134,Boss Bottled Elixir Hugo Boss 2023,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.173,0.665,0.384,0.792
135,Boss Bottled Elixir Hugo Boss 2023,Bon Monsieur Rogue 2020,0.376,0.882,0.71,0.977
136,Boss Bottled Parfum Hugo Boss 2022,1 Million Elixir Paco Rabanne 2022,0.649,0.913,0.98,0.933
137,Boss Bottled Parfum Hugo Boss 2022,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.724,0.933,0.975,0.934
138,Boss Bottled Parfum Hugo Boss 2022,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.727,0.974,0.985,0.971
139,Boss Bottled Parfum Hugo Boss 2022,Acqua di Giò Parfum Giorgio Armani 2023,0.423,0.881,0.798,0.993
140,Boss Bottled Parfum Hugo Boss 2022,Althaïr Parfums de Marly 2023,0.486,0.952,0.906,0.911
141,Boss Bottled Parfum Hugo Boss 2022,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.504,0.994,0.986,0.624
142,Boss Bottled Parfum Hugo Boss 2022,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.735,0.93,0.848,0.964
143,Boss Bottled Parfum Hugo Boss 2022,Angels' Share Kilian 2020,0.579,0.897,0.891,0.782
144,Boss Bottled Parfum Hugo Boss 2022,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.483,0.817,0.692,0.993
145,Boss Bottled Parfum Hugo Boss 2022,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.806,0.995,0.992,0.995
146,Boss Bottled Parfum Hugo Boss 2022,Aventus Creed 2010,0.74,0.969,0.866,1.0
147,Boss Bottled Parfum Hugo Boss 2022,Awake Akro 2018,0.551,0.977,0.98,0.796
148,Boss Bottled Parfum Hugo Boss 2022,Bad Boy Cobalt Carolina Herrera 2022,0.831,0.915,0.887,0.945
149,Boss Bottled Parfum Hugo Boss 2022,Bentley for Men Absolute Bentley 2014,0.618,0.984,0.957,0.951
150,Boss Bottled Parfum Hugo Boss 2022,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.454,0.794,0.64,0.808
151,Boss Bottled Parfum Hugo Boss 2022,Bon Monsieur Rogue 2020,0.512,0.956,0.895,0.939
152,Boss Bottled Parfum Hugo Boss 2022,Boss Bottled Elixir Hugo Boss 2023,0.662,0.974,0.941,0.985
153,Chrome Azzaro 1996 EAU DE TOILETTE,1 Million Elixir Paco Rabanne 2022,0.263,0.504,0.53,0.968
154,Chrome Azzaro 1996 EAU DE TOILETTE,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.286,0.54,0.598,0.972
155,Chrome Azzaro 1996 EAU DE TOILETTE,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.521,0.629,0.764,0.994
156,Chrome Azzaro 1996 EAU DE TOILETTE,Acqua di Giò Parfum Giorgio Armani 2023,0.932,0.965,0.971,0.962
157,Chrome Azzaro 1996 EAU DE TOILETTE,Althaïr Parfums de Marly 2023,0.169,0.579,0.34,0.901
158,Chrome Azzaro 1996 EAU DE TOILETTE,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.249,0.712,0.583,0.606
159,Chrome Azzaro 1996 EAU DE TOILETTE,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.618,0.935,0.956,0.967
160,Chrome Azzaro 1996 EAU DE TOILETTE,Angels' Share Kilian 2020,0.203,0.462,0.318,0.762
161,Chrome Azzaro 1996 EAU DE TOILETTE,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.97,0.995,0.998,0.993
162,Chrome Azzaro 1996 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.524,0.728,0.626,0.989
163,Chrome Azzaro 1996 EAU DE TOILETTE,Aventus Creed 2010,0.591,0.883,0.943,0.986
164,Chrome Azzaro 1996 EAU DE TOILETTE,Awake Akro 2018,0.293,0.799,0.557,0.773
165,Chrome Azzaro 1996 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.63,0.941,0.927,0.977
166,Chrome Azzaro 1996 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.196,0.672,0.468,0.895
167,Chrome Azzaro 1996 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.727,0.991,1.0,0.8
168,Chrome Azzaro 1996 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.51,0.912,0.922,0.876
169,Chrome Azzaro 1996 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.213,0.634,0.407,0.941
170,Chrome Azzaro 1996 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.523,0.755,0.658,0.986
171,Cigar Rum Strangers Parfumerie 2017,1 Million Elixir Paco Rabanne 2022,0.607,0.962,0.998,0.842
172,Cigar Rum Strangers Parfumerie 2017,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.65,0.971,0.992,0.824
173,Cigar Rum Strangers Parfumerie 2017,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.528,0.992,0.955,0.868
174,Cigar Rum Strangers Parfumerie 2017,Acqua di Giò Parfum Giorgio Armani 2023,0.191,0.786,0.729,0.86
175,Cigar Rum Strangers Parfumerie 2017,Althaïr Parfums de Marly 2023,0.469,0.979,0.956,0.966
176,Cigar Rum Strangers Parfumerie 2017,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.592,0.991,0.998,0.913
177,Cigar Rum Strangers Parfumerie 2017,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.526,0.847,0.786,0.941
178,Cigar Rum Strangers Parfumerie 2017,Angels' Share Kilian 2020,0.561,0.955,0.945,0.972
179,Cigar Rum Strangers Parfumerie 2017,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.234,0.717,0.616,0.895
180,Cigar Rum Strangers Parfumerie 2017,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.653,0.972,0.997,0.907
181,Cigar Rum Strangers Parfumerie 2017,Aventus Creed 2010,0.646,0.912,0.812,0.866
182,Cigar Rum Strangers Parfumerie 2017,Awake Akro 2018,0.545,0.948,0.998,0.975
183,Cigar Rum Strangers Parfumerie 2017,Bad Boy Cobalt Carolina Herrera 2022,0.607,0.859,0.829,0.815
184,Cigar Rum Strangers Parfumerie 2017,Bentley for Men Absolute Bentley 2014,0.8,0.991,0.988,0.906
185,Cigar Rum Strangers Parfumerie 2017,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.249,0.683,0.558,0.977
186,Cigar Rum Strangers Parfumerie 2017,Bon Monsieur Rogue 2020,0.364,0.893,0.84,0.92
187,Cigar Rum Strangers Parfumerie 2017,Boss Bottled Elixir Hugo Boss 2023,0.834,0.997,0.978,0.873
188,Cigar Rum Strangers Parfumerie 2017,Boss Bottled Parfum Hugo Boss 2022,0.812,0.978,0.99,0.871
189,Cigar Rum Strangers Parfumerie 2017,Chrome Azzaro 1996 EAU DE TOILETTE,0.228,0.648,0.578,0.845
190,Club Black Mercedes-Benz 2017,1 Million Elixir Paco Rabanne 2022,0.749,0.991,0.98,0.949
191,Club Black Mercedes-Benz 2017,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.778,0.996,0.966,0.938
192,Club Black Mercedes-Benz 2017,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.707,0.997,0.85,0.948
193,Club Black Mercedes-Benz 2017,Acqua di Giò Parfum Giorgio Armani 2023,0.121,0.739,0.542,0.927
194,Club Black Mercedes-Benz 2017,Althaïr Parfums de Marly 2023,0.955,1.0,0.999,0.993
195,Club Black Mercedes-Benz 2017,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.616,0.976,0.967,0.844
196,Club Black Mercedes-Benz 2017,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.504,0.802,0.611,0.995
197,Club Black Mercedes-Benz 2017,Angels' Share Kilian 2020,0.934,0.983,0.996,0.94
198,Club Black Mercedes-Benz 2017,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.137,0.669,0.413,0.966
199,Club Black Mercedes-Benz 2017,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.736,0.97,0.953,0.967
200,Club Black Mercedes-Benz 2017,Aventus Creed 2010,0.286,0.889,0.649,0.94
201,Club Black Mercedes-Benz 2017,Awake Akro 2018,0.804,0.92,0.977,0.946
202,Club Black Mercedes-Benz 2017,Bad Boy Cobalt Carolina Herrera 2022,0.526,0.825,0.664,0.933
203,Club Black Mercedes-Benz 2017,Bentley for Men Absolute Bentley 2014,0.44,0.987,0.994,0.903
204,Club Black Mercedes-Benz 2017,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.096,0.619,0.348,0.958
205,Club Black Mercedes-Benz 2017,Bon Monsieur Rogue 2020,0.195,0.852,0.68,0.924
206,Club Black Mercedes-Benz 2017,Boss Bottled Elixir Hugo Boss 2023,0.6,0.993,0.998,0.916
207,Club Black Mercedes-Benz 2017,Boss Bottled Parfum Hugo Boss 2022,0.551,0.958,0.924,0.941
208,Club Black Mercedes-Benz 2017,Chrome Azzaro 1996 EAU DE TOILETTE,0.219,0.594,0.37,0.937
209,Club Black Mercedes-Benz 2017,Cigar Rum Strangers Parfumerie 2017,0.568,0.981,0.967,0.968
210,Dark Akro 2018,1 Million Elixir Paco Rabanne 2022,0.558,0.964,0.994,0.802
211,Dark Akro 2018,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.68,0.964,0.987,0.777
212,Dark Akro 2018,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.611,0.977,0.9,0.782
213,Dark Akro 2018,Acqua di Giò Parfum Giorgio Armani 2023,0.185,0.75,0.632,0.778
214,Dark Akro 2018,Althaïr Parfums de Marly 2023,0.781,0.971,0.989,0.958
215,Dark Akro 2018,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.578,0.972,0.987,0.975
216,Dark Akro 2018,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.454,0.814,0.695,0.895
217,Dark Akro 2018,Angels' Share Kilian 2020,0.878,0.949,0.983,1.0
218,Dark Akro 2018,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.162,0.702,0.509,0.818
219,Dark Akro 2018,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.653,0.942,0.979,0.826
220,Dark Akro 2018,Aventus Creed 2010,0.356,0.879,0.729,0.778
221,Dark Akro 2018,Awake Akro 2018,0.878,0.955,0.994,0.999
222,Dark Akro 2018,Bad Boy Cobalt Carolina Herrera 2022,0.453,0.858,0.743,0.764
223,Dark Akro 2018,Bentley for Men Absolute Bentley 2014,0.67,0.979,1.0,0.809
224,Dark Akro 2018,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.147,0.658,0.446,0.994
225,Dark Akro 2018,Bon Monsieur Rogue 2020,0.358,0.862,0.758,0.862
226,Dark Akro 2018,Boss Bottled Elixir Hugo Boss 2023,0.736,0.984,0.996,0.782
227,Dark Akro 2018,Boss Bottled Parfum Hugo Boss 2022,0.627,0.949,0.958,0.78
228,Dark Akro 2018,Chrome Azzaro 1996 EAU DE TOILETTE,0.211,0.636,0.468,0.755
229,Dark Akro 2018,Cigar Rum Strangers Parfumerie 2017,0.706,0.978,0.988,0.974
230,Dark Akro 2018,Club Black Mercedes-Benz 2017,0.831,0.973,0.994,0.936
231,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,1 Million Elixir Paco Rabanne 2022,0.492,0.692,0.725,0.971
232,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.436,0.727,0.771,0.965
233,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.602,0.811,0.903,0.976
234,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Acqua di Giò Parfum Giorgio Armani 2023,0.461,0.99,0.997,0.968
235,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Althaïr Parfums de Marly 2023,0.394,0.767,0.558,0.971
236,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.69,0.884,0.764,0.748
237,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.875,0.996,0.999,0.997
238,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Angels' Share Kilian 2020,0.37,0.661,0.536,0.876
239,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.489,0.96,0.975,0.994
240,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.71,0.899,0.8,0.992
241,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Aventus Creed 2010,0.617,0.97,0.996,0.98
242,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Awake Akro 2018,0.351,0.932,0.744,0.885
243,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.619,0.958,0.994,0.968
244,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.269,0.852,0.671,0.919
245,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.561,0.962,0.956,0.899
246,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.518,0.987,0.992,0.93
247,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.335,0.816,0.619,0.951
248,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.63,0.919,0.832,0.979
249,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Chrome Azzaro 1996 EAU DE TOILETTE,0.561,0.93,0.962,0.977
250,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Cigar Rum Strangers Parfumerie 2017,0.418,0.829,0.767,0.924
251,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Club Black Mercedes-Benz 2017,0.355,0.779,0.586,0.987
252,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Dark Akro 2018,0.354,0.795,0.672,0.871
253,Dior Homme Intense Dior 2011,1 Million Elixir Paco Rabanne 2022,0.618,0.987,0.995,0.903
254,Dior Homme Intense Dior 2011,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.647,0.992,0.991,0.893
255,Dior Homme Intense Dior 2011,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.575,0.984,0.906,0.938
256,Dior Homme Intense Dior 2011,Acqua di Giò Parfum Giorgio Armani 2023,0.093,0.69,0.644,0.963
257,Dior Homme Intense Dior 2011,Althaïr Parfums de Marly 2023,0.766,0.993,0.986,0.966
258,Dior Homme Intense Dior 2011,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.833,0.953,0.991,0.789
259,Dior Homme Intense Dior 2011,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.624,0.754,0.707,0.977
260,Dior Homme Intense Dior 2011,Angels' Share Kilian 2020,0.709,0.989,0.981,0.903
261,Dior Homme Intense Dior 2011,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.112,0.607,0.526,0.971
262,Dior Homme Intense Dior 2011,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.758,0.952,0.983,0.979
263,Dior Homme Intense Dior 2011,Aventus Creed 2010,0.249,0.855,0.741,0.964
264,Dior Homme Intense Dior 2011,Awake Akro 2018,0.583,0.87,0.996,0.913
265,Dior Homme Intense Dior 2011,Bad Boy Cobalt Carolina Herrera 2022,0.424,0.768,0.753,0.896
266,Dior Homme Intense Dior 2011,Bentley for Men Absolute Bentley 2014,0.344,0.969,1.0,0.97
267,Dior Homme Intense Dior 2011,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.116,0.555,0.465,0.915
268,Dior Homme Intense Dior 2011,Bon Monsieur Rogue 2020,0.269,0.809,0.768,0.974
269,Dior Homme Intense Dior 2011,Boss Bottled Elixir Hugo Boss 2023,0.486,0.978,0.995,0.969
270,Dior Homme Intense Dior 2011,Boss Bottled Parfum Hugo Boss 2022,0.534,0.932,0.96,0.967
271,Dior Homme Intense Dior 2011,Chrome Azzaro 1996 EAU DE TOILETTE,0.178,0.526,0.486,0.938
272,Dior Homme Intense Dior 2011,Cigar Rum Strangers Parfumerie 2017,0.482,0.966,0.99,0.965
273,Dior Homme Intense Dior 2011,Club Black Mercedes-Benz 2017,0.695,0.991,0.992,0.98
274,Dior Homme Intense Dior 2011,Dark Akro 2018,0.602,0.939,0.999,0.904
275,Dior Homme Intense Dior 2011,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.738,0.73,0.685,0.979
276,Dior Homme Parfum Dior 2014,1 Million Elixir Paco Rabanne 2022,0.475,0.986,0.993,0.87
277,Dior Homme Parfum Dior 2014,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.565,0.989,0.988,0.86
278,Dior Homme Parfum Dior 2014,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.439,0.979,0.895,0.913
279,Dior Homme Parfum Dior 2014,Acqua di Giò Parfum Giorgio Armani 2023,0.099,0.669,0.626,0.969
280,Dior Homme Parfum Dior 2014,Althaïr Parfums de Marly 2023,0.536,0.989,0.989,0.946
281,Dior Homme Parfum Dior 2014,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.721,0.947,0.987,0.761
282,Dior Homme Parfum Dior 2014,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.539,0.735,0.692,0.956
283,Dior Homme Parfum Dior 2014,Angels' Share Kilian 2020,0.503,0.992,0.985,0.881
284,Dior Homme Parfum Dior 2014,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.124,0.584,0.509,0.958
285,Dior Homme Parfum Dior 2014,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.661,0.94,0.979,0.969
286,Dior Homme Parfum Dior 2014,Aventus Creed 2010,0.294,0.839,0.727,0.961
287,Dior Homme Parfum Dior 2014,Awake Akro 2018,0.412,0.857,0.994,0.893
288,Dior Homme Parfum Dior 2014,Bad Boy Cobalt Carolina Herrera 2022,0.359,0.751,0.737,0.868
289,Dior Homme Parfum Dior 2014,Bentley for Men Absolute Bentley 2014,0.47,0.963,0.999,0.986
290,Dior Homme Parfum Dior 2014,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.13,0.532,0.448,0.888
291,Dior Homme Parfum Dior 2014,Bon Monsieur Rogue 2020,0.296,0.793,0.753,0.99
292,Dior Homme Parfum Dior 2014,Boss Bottled Elixir Hugo Boss 2023,0.554,0.975,0.996,0.981
293,Dior Homme Parfum Dior 2014,Boss Bottled Parfum Hugo Boss 2022,0.613,0.923,0.952,0.964
294,Dior Homme Parfum Dior 2014,Chrome Azzaro 1996 EAU DE TOILETTE,0.171,0.503,0.47,0.921
295,Dior Homme Parfum Dior 2014,Cigar Rum Strangers Parfumerie 2017,0.508,0.965,0.985,0.95
296,Dior Homme Parfum Dior 2014,Club Black Mercedes-Benz 2017,0.508,0.986,0.994,0.959
297,Dior Homme Parfum Dior 2014,Dark Akro 2018,0.472,0.936,0.998,0.883
298,Dior Homme Parfum Dior 2014,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.655,0.71,0.668,0.963
299,Dior Homme Parfum Dior 2014,Dior Homme Intense Dior 2011,0.874,0.998,1.0,0.996
300,Eau Parfumée au Thé Blanc Bvlgari 2003,1 Million Elixir Paco Rabanne 2022,0.24,0.531,0.622,0.719
301,Eau Parfumée au Thé Blanc Bvlgari 2003,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.199,0.572,0.683,0.689
302,Eau Parfumée au Thé Blanc Bvlgari 2003,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.51,0.671,0.831,0.638
303,Eau Parfumée au Thé Blanc Bvlgari 2003,Acqua di Giò Parfum Giorgio Armani 2023,0.683,0.985,0.99,0.64
304,Eau Parfumée au Thé Blanc Bvlgari 2003,Althaïr Parfums de Marly 2023,0.16,0.614,0.443,0.892
305,Eau Parfumée au Thé Blanc Bvlgari 2003,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.448,0.761,0.67,0.975
306,Eau Parfumée au Thé Blanc Bvlgari 2003,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.791,0.968,0.983,0.789
307,Eau Parfumée au Thé Blanc Bvlgari 2003,Angels' Share Kilian 2020,0.172,0.493,0.421,0.963
308,Eau Parfumée au Thé Blanc Bvlgari 2003,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.646,0.987,0.997,0.682
309,Eau Parfumée au Thé Blanc Bvlgari 2003,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.483,0.779,0.71,0.682
310,Eau Parfumée au Thé Blanc Bvlgari 2003,Aventus Creed 2010,0.671,0.91,0.975,0.632
311,Eau Parfumée au Thé Blanc Bvlgari 2003,Awake Akro 2018,0.317,0.841,0.647,0.958
312,Eau Parfumée au Thé Blanc Bvlgari 2003,Bad Boy Cobalt Carolina Herrera 2022,0.485,0.936,0.963,0.674
313,Eau Parfumée au Thé Blanc Bvlgari 2003,Bentley for Men Absolute Bentley 2014,0.218,0.717,0.564,0.636
314,Eau Parfumée au Thé Blanc Bvlgari 2003,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.783,0.998,0.99,0.946
315,Eau Parfumée au Thé Blanc Bvlgari 2003,Bon Monsieur Rogue 2020,0.718,0.943,0.96,0.736
316,Eau Parfumée au Thé Blanc Bvlgari 2003,Boss Bottled Elixir Hugo Boss 2023,0.21,0.677,0.506,0.626
317,Eau Parfumée au Thé Blanc Bvlgari 2003,Boss Bottled Parfum Hugo Boss 2022,0.516,0.809,0.74,0.629
318,Eau Parfumée au Thé Blanc Bvlgari 2003,Chrome Azzaro 1996 EAU DE TOILETTE,0.654,0.981,0.993,0.611
319,Eau Parfumée au Thé Blanc Bvlgari 2003,Cigar Rum Strangers Parfumerie 2017,0.275,0.698,0.667,0.871
320,Eau Parfumée au Thé Blanc Bvlgari 2003,Club Black Mercedes-Benz 2017,0.119,0.63,0.472,0.842
321,Eau Parfumée au Thé Blanc Bvlgari 2003,Dark Akro 2018,0.2,0.665,0.564,0.959
322,Eau Parfumée au Thé Blanc Bvlgari 2003,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.81,0.971,0.987,0.759
323,Eau Parfumée au Thé Blanc Bvlgari 2003,Dior Homme Intense Dior 2011,0.347,0.568,0.581,0.772
324,Eau Parfumée au Thé Blanc Bvlgari 2003,Dior Homme Parfum Dior 2014,0.339,0.546,0.565,0.745
325,Eau Parfumée au Thé Vert Bvlgari 1992,1 Million Elixir Paco Rabanne 2022,0.159,0.428,0.499,0.71
326,Eau Parfumée au Thé Vert Bvlgari 1992,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.145,0.467,0.57,0.68
327,Eau Parfumée au Thé Vert Bvlgari 1992,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.458,0.573,0.739,0.641
328,Eau Parfumée au Thé Vert Bvlgari 1992,Acqua di Giò Parfum Giorgio Armani 2023,0.674,0.955,0.963,0.614
329,Eau Parfumée au Thé Vert Bvlgari 1992,Althaïr Parfums de Marly 2023,0.128,0.516,0.307,0.883
330,Eau Parfumée au Thé Vert Bvlgari 1992,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.358,0.678,0.553,0.99
331,Eau Parfumée au Thé Vert Bvlgari 1992,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.654,0.924,0.944,0.785
332,Eau Parfumée au Thé Vert Bvlgari 1992,Angels' Share Kilian 2020,0.151,0.385,0.285,0.967
333,Eau Parfumée au Thé Vert Bvlgari 1992,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.65,0.975,0.996,0.673
334,Eau Parfumée au Thé Vert Bvlgari 1992,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.417,0.692,0.598,0.675
335,Eau Parfumée au Thé Vert Bvlgari 1992,Aventus Creed 2010,0.545,0.847,0.93,0.615
336,Eau Parfumée au Thé Vert Bvlgari 1992,Awake Akro 2018,0.363,0.785,0.527,0.96
337,Eau Parfumée au Thé Vert Bvlgari 1992,Bad Boy Cobalt Carolina Herrera 2022,0.353,0.899,0.912,0.66
338,Eau Parfumée au Thé Vert Bvlgari 1992,Bentley for Men Absolute Bentley 2014,0.195,0.632,0.436,0.627
339,Eau Parfumée au Thé Vert Bvlgari 1992,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.844,0.991,1.0,0.955
340,Eau Parfumée au Thé Vert Bvlgari 1992,Bon Monsieur Rogue 2020,0.788,0.89,0.907,0.714
341,Eau Parfumée au Thé Vert Bvlgari 1992,Boss Bottled Elixir Hugo Boss 2023,0.186,0.584,0.374,0.605
342,Eau Parfumée au Thé Vert Bvlgari 1992,Boss Bottled Parfum Hugo Boss 2022,0.403,0.727,0.63,0.614
343,Eau Parfumée au Thé Vert Bvlgari 1992,Chrome Azzaro 1996 EAU DE TOILETTE,0.64,0.982,0.999,0.604
344,Eau Parfumée au Thé Vert Bvlgari 1992,Cigar Rum Strangers Parfumerie 2017,0.196,0.603,0.548,0.882
