fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity,total_similarity
Boss Bottled Parfum Hugo Boss 2022,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.806,0.995,0.992,0.995,0.415
Boss Bottled Parfum Hugo Boss 2022,Artisan Pure John Varvatos 2017,0.377,0.784,0.51,0.982,-0.479
Boss Bottled Parfum Hugo Boss 2022,Aventus Creed 2010,0.74,0.969,0.866,1.0,0.363
Boss Bottled Parfum Hugo Boss 2022,Awake Akro 2018,0.551,0.977,0.98,0.796,-0.169
Boss Bottled Parfum Hugo Boss 2022,Bad Boy Cobalt Carolina Herrera 2022,0.831,0.915,0.887,0.945,0.1
Boss Bottled Parfum Hugo Boss 2022,Bentley for Men Absolute Bentley 2014,0.618,0.984,0.957,0.951,0.384
Boss Bottled Parfum Hugo Boss 2022,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.454,0.794,0.64,0.808,-0.507
Boss Bottled Parfum Hugo Boss 2022,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.668,0.919,0.869,0.998,0.117
Boss Bottled Parfum Hugo Boss 2022,Bon Monsieur Rogue 2020,0.512,0.956,0.895,0.939,-0.156
Boss Bottled Parfum Hugo Boss 2022,Boss Bottled Elixir Hugo Boss 2023,0.662,0.975,0.942,0.981,0.329
Chrome Azzaro 1996 EAU DE TOILETTE,1 Million Elixir Paco Rabanne 2022,0.263,0.504,0.53,0.968,-0.424
Chrome Azzaro 1996 EAU DE TOILETTE,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.286,0.54,0.598,0.972,-0.381
Chrome Azzaro 1996 EAU DE TOILETTE,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.521,0.629,0.764,0.994,-0.111
Chrome Azzaro 1996 EAU DE TOILETTE,Acqua di Giò Parfum Giorgio Armani 2023,0.932,0.965,0.971,0.962,0.761
Chrome Azzaro 1996 EAU DE TOILETTE,Althaïr Parfums de Marly 2023,0.169,0.58,0.341,0.902,-0.604
Chrome Azzaro 1996 EAU DE TOILETTE,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.249,0.712,0.583,0.606,-0.573
Chrome Azzaro 1996 EAU DE TOILETTE,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.618,0.934,0.956,0.967,0.269
Chrome Azzaro 1996 EAU DE TOILETTE,Angels' Share Kilian 2020,0.203,0.462,0.318,0.762,-0.706
Chrome Azzaro 1996 EAU DE TOILETTE,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.97,0.995,0.998,0.993,0.953
Chrome Azzaro 1996 EAU DE TOILETTE,Armani Code Absolu pour Homme Giorgio Armani 2019,0.255,0.571,0.497,0.995,-0.488
Chrome Azzaro 1996 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.524,0.728,0.626,0.989,-0.335
Chrome Azzaro 1996 EAU DE TOILETTE,Artisan Pure John Varvatos 2017,0.707,0.996,0.981,0.979,0.617
Chrome Azzaro 1996 EAU DE TOILETTE,Aventus Creed 2010,0.591,0.883,0.943,0.986,0.177
Chrome Azzaro 1996 EAU DE TOILETTE,Awake Akro 2018,0.293,0.799,0.557,0.773,-0.45
Chrome Azzaro 1996 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.63,0.941,0.927,0.977,0.457
Chrome Azzaro 1996 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.196,0.672,0.468,0.895,-0.405
Chrome Azzaro 1996 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.727,0.991,1.0,0.8,0.476
Chrome Azzaro 1996 EAU DE TOILETTE,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.878,0.939,0.941,0.994,0.733
Chrome Azzaro 1996 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.51,0.912,0.922,0.876,-0.011
Chrome Azzaro 1996 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.214,0.633,0.407,0.936,-0.499
Chrome Azzaro 1996 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.523,0.755,0.658,0.986,-0.241
Chrome Extrême Azzaro 2020,1 Million Elixir Paco Rabanne 2022,0.27,0.615,0.5,0.956,-0.294
Chrome Extrême Azzaro 2020,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.195,0.648,0.568,0.957,-0.38
Chrome Extrême Azzaro 2020,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.381,0.723,0.743,0.965,-0.243
Chrome Extrême Azzaro 2020,Acqua di Giò Parfum Giorgio Armani 2023,0.805,0.977,0.974,0.988,0.685
Chrome Extrême Azzaro 2020,Althaïr Parfums de Marly 2023,0.043,0.684,0.312,0.913,-0.565
Chrome Extrême Azzaro 2020,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.118,0.786,0.551,0.607,-0.577
Chrome Extrême Azzaro 2020,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.587,0.958,0.947,0.961,0.284
Chrome Extrême Azzaro 2020,Angels' Share Kilian 2020,0.057,0.576,0.288,0.77,-0.652
Chrome Extrême Azzaro 2020,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.893,0.995,0.992,0.989,0.863
Chrome Extrême Azzaro 2020,Armani Code Absolu pour Homme Giorgio Armani 2019,0.156,0.674,0.465,0.98,-0.491
Chrome Extrême Azzaro 2020,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.365,0.807,0.598,0.983,-0.434
Chrome Extrême Azzaro 2020,Artisan Pure John Varvatos 2017,0.725,0.986,0.98,0.981,0.595
Chrome Extrême Azzaro 2020,Aventus Creed 2010,0.737,0.933,0.935,0.994,0.454
Chrome Extrême Azzaro 2020,Awake Akro 2018,0.134,0.85,0.529,0.783,-0.554
Chrome Extrême Azzaro 2020,Bad Boy Cobalt Carolina Herrera 2022,0.638,0.972,0.922,0.97,0.499
Chrome Extrême Azzaro 2020,Bentley for Men Absolute Bentley 2014,0.106,0.755,0.44,0.91,-0.403
Chrome Extrême Azzaro 2020,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.75,0.978,0.992,0.796,0.481
Chrome Extrême Azzaro 2020,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.877,0.963,0.934,0.995,0.743
Chrome Extrême Azzaro 2020,Bon Monsieur Rogue 2020,0.384,0.946,0.916,0.916,-0.011
Chrome Extrême Azzaro 2020,Boss Bottled Elixir Hugo Boss 2023,0.095,0.722,0.375,0.962,-0.489
Chrome Extrême Azzaro 2020,Boss Bottled Parfum Hugo Boss 2022,0.47,0.823,0.64,0.991,-0.2
Chrome Extrême Azzaro 2020,Chrome Azzaro 1996 EAU DE TOILETTE,0.898,0.988,0.99,0.985,0.849
Cigar Rum Strangers Parfumerie 2017,1 Million Elixir Paco Rabanne 2022,0.607,0.962,0.998,0.842,0.139
Cigar Rum Strangers Parfumerie 2017,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.65,0.971,0.992,0.824,0.132
Cigar Rum Strangers Parfumerie 2017,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.528,0.992,0.955,0.868,-0.065
Cigar Rum Strangers Parfumerie 2017,Acqua di Giò Parfum Giorgio Armani 2023,0.191,0.786,0.729,0.86,-0.451
Cigar Rum Strangers Parfumerie 2017,Althaïr Parfums de Marly 2023,0.469,0.979,0.956,0.965,0.151
Cigar Rum Strangers Parfumerie 2017,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.592,0.991,0.998,0.913,0.422
Cigar Rum Strangers Parfumerie 2017,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.527,0.849,0.787,0.942,-0.391
Cigar Rum Strangers Parfumerie 2017,Angels' Share Kilian 2020,0.561,0.955,0.945,0.972,0.306
Cigar Rum Strangers Parfumerie 2017,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.234,0.717,0.616,0.895,-0.503
Cigar Rum Strangers Parfumerie 2017,Armani Code Absolu pour Homme Giorgio Armani 2019,0.604,0.982,0.988,0.884,0.115
Cigar Rum Strangers Parfumerie 2017,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.653,0.972,0.997,0.907,0.043
Cigar Rum Strangers Parfumerie 2017,Artisan Pure John Varvatos 2017,0.139,0.679,0.424,0.922,-0.528
Cigar Rum Strangers Parfumerie 2017,Aventus Creed 2010,0.646,0.912,0.812,0.866,0.159
Cigar Rum Strangers Parfumerie 2017,Awake Akro 2018,0.545,0.948,0.998,0.975,0.183
Cigar Rum Strangers Parfumerie 2017,Bad Boy Cobalt Carolina Herrera 2022,0.607,0.859,0.829,0.815,-0.256
Cigar Rum Strangers Parfumerie 2017,Bentley for Men Absolute Bentley 2014,0.8,0.991,0.988,0.906,0.724
Cigar Rum Strangers Parfumerie 2017,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.249,0.683,0.558,0.977,-0.326
Cigar Rum Strangers Parfumerie 2017,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.428,0.831,0.815,0.86,-0.359
Cigar Rum Strangers Parfumerie 2017,Bon Monsieur Rogue 2020,0.364,0.893,0.84,0.92,-0.173
Cigar Rum Strangers Parfumerie 2017,Boss Bottled Elixir Hugo Boss 2023,0.835,0.997,0.978,0.904,0.736
Cigar Rum Strangers Parfumerie 2017,Boss Bottled Parfum Hugo Boss 2022,0.812,0.978,0.99,0.871,0.401
Cigar Rum Strangers Parfumerie 2017,Chrome Azzaro 1996 EAU DE TOILETTE,0.228,0.648,0.578,0.845,-0.567
Cigar Rum Strangers Parfumerie 2017,Chrome Extrême Azzaro 2020,0.242,0.728,0.555,0.838,-0.456
Club Black Mercedes-Benz 2017,1 Million Elixir Paco Rabanne 2022,0.749,0.991,0.98,0.949,0.591
Club Black Mercedes-Benz 2017,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.779,0.996,0.965,0.938,0.534
Club Black Mercedes-Benz 2017,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.707,0.997,0.85,0.948,0.276
Club Black Mercedes-Benz 2017,Acqua di Giò Parfum Giorgio Armani 2023,0.122,0.738,0.541,0.928,-0.516
Club Black Mercedes-Benz 2017,Althaïr Parfums de Marly 2023,0.956,1.0,0.999,0.993,0.918
Club Black Mercedes-Benz 2017,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.617,0.976,0.967,0.843,0.38
Club Black Mercedes-Benz 2017,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.506,0.803,0.612,0.995,-0.42
Club Black Mercedes-Benz 2017,Angels' Share Kilian 2020,0.935,0.983,0.996,0.939,0.844
Club Black Mercedes-Benz 2017,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.137,0.669,0.412,0.967,-0.598
Club Black Mercedes-Benz 2017,Armani Code Absolu pour Homme Giorgio Armani 2019,0.875,0.998,0.99,0.965,0.761
Club Black Mercedes-Benz 2017,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.736,0.97,0.953,0.967,0.501
Club Black Mercedes-Benz 2017,Artisan Pure John Varvatos 2017,0.131,0.622,0.206,0.985,-0.536
Club Black Mercedes-Benz 2017,Aventus Creed 2010,0.286,0.888,0.649,0.941,-0.295
Club Black Mercedes-Benz 2017,Awake Akro 2018,0.805,0.92,0.977,0.945,0.505
Club Black Mercedes-Benz 2017,Bad Boy Cobalt Carolina Herrera 2022,0.526,0.824,0.663,0.934,-0.194
Club Black Mercedes-Benz 2017,Bentley for Men Absolute Bentley 2014,0.441,0.987,0.994,0.904,0.329
Club Black Mercedes-Benz 2017,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.097,0.619,0.347,0.957,-0.606
Club Black Mercedes-Benz 2017,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.217,0.789,0.652,0.943,-0.58
Club Black Mercedes-Benz 2017,Bon Monsieur Rogue 2020,0.197,0.852,0.68,0.925,-0.32
Club Black Mercedes-Benz 2017,Boss Bottled Elixir Hugo Boss 2023,0.601,0.993,0.998,0.938,0.45
Club Black Mercedes-Benz 2017,Boss Bottled Parfum Hugo Boss 2022,0.552,0.958,0.923,0.941,0.09
Club Black Mercedes-Benz 2017,Chrome Azzaro 1996 EAU DE TOILETTE,0.219,0.594,0.37,0.938,-0.583
Club Black Mercedes-Benz 2017,Chrome Extrême Azzaro 2020,0.09,0.695,0.339,0.935,-0.567
Club Black Mercedes-Benz 2017,Cigar Rum Strangers Parfumerie 2017,0.57,0.981,0.967,0.967,0.365
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,1 Million Elixir Paco Rabanne 2022,0.195,0.671,0.553,0.935,-0.697
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.254,0.705,0.622,0.924,-0.64
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.462,0.786,0.778,0.944,-0.429
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Acqua di Giò Parfum Giorgio Armani 2023,0.901,0.994,0.983,0.939,0.742
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Althaïr Parfums de Marly 2023,0.185,0.743,0.373,0.991,-0.597
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.32,0.855,0.604,0.839,-0.34
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.662,0.992,0.964,0.992,0.278
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Angels' Share Kilian 2020,0.247,0.634,0.35,0.938,-0.568
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.906,0.987,0.999,0.968,0.825
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Armani Code Absolu pour Homme Giorgio Armani 2019,0.24,0.735,0.524,0.961,-0.74
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.538,0.87,0.648,0.971,-0.519
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Artisan Pure John Varvatos 2017,0.785,0.978,0.976,0.985,0.655
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Aventus Creed 2010,0.731,0.965,0.955,0.948,0.213
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Awake Akro 2018,0.417,0.916,0.582,0.945,-0.196
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Bad Boy Cobalt Carolina Herrera 2022,0.529,0.981,0.94,0.922,0.06
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Bentley for Men Absolute Bentley 2014,0.347,0.823,0.497,0.926,-0.351
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.851,0.981,0.995,0.953,0.765
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.95,0.991,0.954,0.946,0.686
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Bon Monsieur Rogue 2020,0.638,0.982,0.936,0.943,0.136
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Boss Bottled Elixir Hugo Boss 2023,0.327,0.789,0.434,0.953,-0.486
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Boss Bottled Parfum Hugo Boss 2022,0.584,0.89,0.681,0.948,-0.355
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Chrome Azzaro 1996 EAU DE TOILETTE,0.895,0.967,0.996,0.936,0.741
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Chrome Extrême Azzaro 2020,0.853,0.982,0.996,0.937,0.699
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Cigar Rum Strangers Parfumerie 2017,0.398,0.799,0.604,0.974,-0.337
Costa Azzurra Tom Ford 2014 EAU DE PARFUM,Club Black Mercedes-Benz 2017,0.185,0.755,0.399,0.998,-0.687
Dark Akro 2018,1 Million Elixir Paco Rabanne 2022,0.558,0.964,0.994,0.802,0.161
Dark Akro 2018,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.68,0.964,0.987,0.777,0.183
Dark Akro 2018,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.611,0.977,0.9,0.782,-0.045
Dark Akro 2018,Acqua di Giò Parfum Giorgio Armani 2023,0.185,0.75,0.632,0.778,-0.47
Dark Akro 2018,Althaïr Parfums de Marly 2023,0.781,0.971,0.989,0.958,0.48
Dark Akro 2018,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.578,0.972,0.987,0.975,0.421
Dark Akro 2018,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.456,0.815,0.696,0.896,-0.479
Dark Akro 2018,Angels' Share Kilian 2020,0.878,0.949,0.983,1.0,0.649
Dark Akro 2018,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.162,0.702,0.509,0.818,-0.54
Dark Akro 2018,Armani Code Absolu pour Homme Giorgio Armani 2019,0.717,0.966,0.998,0.811,0.205
Dark Akro 2018,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.653,0.942,0.979,0.826,-0.045
Dark Akro 2018,Artisan Pure John Varvatos 2017,0.103,0.671,0.31,0.866,-0.489
Dark Akro 2018,Aventus Creed 2010,0.356,0.879,0.729,0.778,-0.322
Dark Akro 2018,Awake Akro 2018,0.878,0.955,0.994,0.999,0.761
Dark Akro 2018,Bad Boy Cobalt Carolina Herrera 2022,0.453,0.858,0.743,0.764,-0.212
Dark Akro 2018,Bentley for Men Absolute Bentley 2014,0.67,0.979,1.0,0.809,0.535
Dark Akro 2018,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.147,0.658,0.446,0.994,-0.333
Dark Akro 2018,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.306,0.792,0.733,0.772,-0.599
Dark Akro 2018,Bon Monsieur Rogue 2020,0.358,0.862,0.758,0.862,-0.044
Dark Akro 2018,Boss Bottled Elixir Hugo Boss 2023,0.737,0.983,0.996,0.826,0.568
Dark Akro 2018,Boss Bottled Parfum Hugo Boss 2022,0.627,0.949,0.958,0.78,0.022
Dark Akro 2018,Chrome Azzaro 1996 EAU DE TOILETTE,0.211,0.636,0.468,0.755,-0.564
Dark Akro 2018,Chrome Extrême Azzaro 2020,0.071,0.718,0.443,0.763,-0.588
Dark Akro 2018,Cigar Rum Strangers Parfumerie 2017,0.706,0.978,0.988,0.974,0.565
Dark Akro 2018,Club Black Mercedes-Benz 2017,0.832,0.973,0.993,0.936,0.562
Dark Akro 2018,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.293,0.782,0.498,0.936,-0.403
Dior Homme Cologne Dior 2013,1 Million Elixir Paco Rabanne 2022,0.156,0.49,0.401,0.971,-0.441
Dior Homme Cologne Dior 2013,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.065,0.526,0.479,0.962,-0.558
Dior Homme Cologne Dior 2013,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.351,0.617,0.66,0.962,-0.347
Dior Homme Cologne Dior 2013,Acqua di Giò Parfum Giorgio Armani 2023,0.715,0.96,0.934,0.946,0.513
Dior Homme Cologne Dior 2013,Althaïr Parfums de Marly 2023,0.0,0.567,0.207,0.987,-0.604
Dior Homme Cologne Dior 2013,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.168,0.702,0.458,0.798,-0.328
Dior Homme Cologne Dior 2013,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.658,0.927,0.904,0.999,0.56
Dior Homme Cologne Dior 2013,Angels' Share Kilian 2020,0.0,0.45,0.184,0.91,-0.664
Dior Homme Cologne Dior 2013,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.713,0.992,0.982,0.98,0.667
Dior Homme Cologne Dior 2013,Armani Code Absolu pour Homme Giorgio Armani 2019,0.049,0.558,0.37,0.98,-0.677
Dior Homme Cologne Dior 2013,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.287,0.715,0.506,0.978,-0.672
Dior Homme Cologne Dior 2013,Artisan Pure John Varvatos 2017,0.9,0.994,0.999,0.995,0.856
Dior Homme Cologne Dior 2013,Aventus Creed 2010,0.743,0.875,0.888,0.959,0.365
Dior Homme Cologne Dior 2013,Awake Akro 2018,0.146,0.789,0.432,0.917,-0.369
Dior Homme Cologne Dior 2013,Bad Boy Cobalt Carolina Herrera 2022,0.416,0.936,0.865,0.961,0.232
Dior Homme Cologne Dior 2013,Bentley for Men Absolute Bentley 2014,0.0,0.661,0.338,0.898,-0.516
Dior Homme Cologne Dior 2013,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.901,0.99,0.992,0.931,0.806
Dior Homme Cologne Dior 2013,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.813,0.933,0.885,0.962,0.527
Dior Homme Cologne Dior 2013,Bon Monsieur Rogue 2020,0.495,0.905,0.859,0.92,0.126
Dior Homme Cologne Dior 2013,Boss Bottled Elixir Hugo Boss 2023,0.0,0.623,0.272,0.944,-0.599
Dior Homme Cologne Dior 2013,Boss Bottled Parfum Hugo Boss 2022,0.31,0.744,0.542,0.958,-0.541
Dior Homme Cologne Dior 2013,Chrome Azzaro 1996 EAU DE TOILETTE,0.739,0.999,0.989,0.959,0.673
Dior Homme Cologne Dior 2013,Chrome Extrême Azzaro 2020,0.846,0.983,0.986,0.96,0.766
Dior Homme Cologne Dior 2013,Cigar Rum Strangers Parfumerie 2017,0.11,0.64,0.455,0.94,-0.493
Dior Homme Cologne Dior 2013,Club Black Mercedes-Benz 2017,0.0,0.58,0.234,0.995,-0.665
Dior Homme Cologne Dior 2013,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.797,0.961,0.983,0.992,0.728
Dior Homme Cologne Dior 2013,Dark Akro 2018,0.0,0.626,0.338,0.904,-0.517
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,1 Million Elixir Paco Rabanne 2022,0.492,0.692,0.725,0.971,-0.267
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.436,0.727,0.771,0.965,-0.4
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.602,0.811,0.903,0.976,-0.252
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Acqua di Giò Parfum Giorgio Armani 2023,0.461,0.99,0.997,0.968,0.072
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Althaïr Parfums de Marly 2023,0.393,0.768,0.559,0.972,-0.329
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.69,0.884,0.764,0.748,0.138
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.875,0.996,0.999,0.997,0.739
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Angels' Share Kilian 2020,0.37,0.661,0.536,0.876,-0.481
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.489,0.96,0.975,0.994,0.175
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Armani Code Absolu pour Homme Giorgio Armani 2019,0.516,0.764,0.69,0.99,-0.274
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.71,0.899,0.8,0.992,-0.047
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Artisan Pure John Varvatos 2017,0.602,0.945,0.898,1.0,0.377
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Aventus Creed 2010,0.617,0.97,0.996,0.98,0.069
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Awake Akro 2018,0.351,0.932,0.744,0.885,-0.349
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bad Boy Cobalt Carolina Herrera 2022,0.619,0.958,0.994,0.968,0.091
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bentley for Men Absolute Bentley 2014,0.269,0.852,0.671,0.919,-0.352
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.561,0.962,0.956,0.899,0.247
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.64,0.995,0.995,0.982,0.202
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Bon Monsieur Rogue 2020,0.518,0.987,0.992,0.93,0.037
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Boss Bottled Elixir Hugo Boss 2023,0.335,0.816,0.619,0.961,-0.423
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Boss Bottled Parfum Hugo Boss 2022,0.63,0.919,0.832,0.979,-0.201
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Chrome Azzaro 1996 EAU DE TOILETTE,0.561,0.93,0.962,0.977,0.248
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Chrome Extrême Azzaro 2020,0.526,0.947,0.958,0.979,0.223
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Cigar Rum Strangers Parfumerie 2017,0.418,0.829,0.767,0.924,-0.346
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Club Black Mercedes-Benz 2017,0.356,0.779,0.586,0.987,-0.469
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.566,0.989,0.972,0.986,0.16
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Dark Akro 2018,0.354,0.795,0.672,0.871,-0.416
Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,Dior Homme Cologne Dior 2013,0.556,0.923,0.915,0.996,0.37
Dior Homme Intense Dior 2011,1 Million Elixir Paco Rabanne 2022,0.618,0.987,0.995,0.902,0.387
Dior Homme Intense Dior 2011,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.647,0.992,0.991,0.893,0.344
Dior Homme Intense Dior 2011,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.575,0.984,0.906,0.937,0.157
Dior Homme Intense Dior 2011,Acqua di Giò Parfum Giorgio Armani 2023,0.093,0.69,0.644,0.963,-0.426
Dior Homme Intense Dior 2011,Althaïr Parfums de Marly 2023,0.766,0.993,0.986,0.966,0.652
Dior Homme Intense Dior 2011,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.833,0.954,0.991,0.789,0.506
Dior Homme Intense Dior 2011,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.624,0.756,0.709,0.977,-0.117
Dior Homme Intense Dior 2011,Angels' Share Kilian 2020,0.709,0.989,0.981,0.903,0.574
Dior Homme Intense Dior 2011,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.112,0.607,0.526,0.971,-0.571
Dior Homme Intense Dior 2011,Armani Code Absolu pour Homme Giorgio Armani 2019,0.812,0.996,0.999,0.954,0.689
Dior Homme Intense Dior 2011,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.758,0.952,0.983,0.979,0.607
Dior Homme Intense Dior 2011,Artisan Pure John Varvatos 2017,0.162,0.551,0.33,0.98,-0.487
Dior Homme Intense Dior 2011,Aventus Creed 2010,0.249,0.855,0.741,0.964,-0.281
