name,link,upvotes,downvotes,year,order
Nuit de Feu Louis Vuitton (unisex) ~ 2020,https://www.fragrantica.com/perfume/Louis-Vuitton/Nuit-de-Feu-60031.html,32,28,2020,124
The Inimitable William Penhaligon Penhaligon's (male) ~ 2020,https://www.fragrantica.com/perfume/Penhaligon-s/The-Inimitable-William-Penhaligon-63969.html,37,39,2020,125
Neroli Voyage Floris (unisex) ~ 2019,https://www.fragrantica.com/perfume/Floris/Neroli-Voyage-54886.html,25,15,2019,126
Ambra Eau de Parfum Acqua di Parma (unisex) ~ 2019,https://www.fragrantica.com/perfume/Acqua-di-Parma/Ambra-Eau-de-Parfum-56000.html,21,7,2019,127
Ferragamo Salvatore Ferragamo (male) ~ 2020,https://www.fragrantica.com/perfume/Salvatore-Ferragamo/Ferragamo-59019.html,41,48,2020,128
Bitter Peach Tom Ford (unisex) ~ 2020,https://www.fragrantica.com/perfume/Tom-Ford/Bitter-Peach-62707.html,66,98,2020,129
Fusion d'Issey Issey Miyake (male) ~ 2020,https://www.fragrantica.com/perfume/Issey-Miyake/Fusion-d-Issey-61866.html,29,24,2020,130
This Is Love! for Him Zadig & Voltaire (male) ~ 2020,https://www.fragrantica.com/perfume/Zadig-Voltaire/This-Is-Love-for-Him-58772.html,33,33,2020,131
Madras Cardamom Ermenegildo Zegna (male) ~ 2019,https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Madras-Cardamom-56253.html,24,15,2019,132
Bois d'Amande Van Cleef & Arpels (unisex) ~ 2020,https://www.fragrantica.com/perfume/Van-Cleef-Arpels/Bois-d-Amande-60167.html,27,22,2020,133
Date For Men Fragrance One (male) ~ 2019,https://www.fragrantica.com/perfume/Fragrance-One/Date-For-Men-58376.html,68,105,2019,134
Black Incense Malaki Chopard (unisex) ~ 2020,https://www.fragrantica.com/perfume/Chopard/Black-Incense-Malaki-61770.html,22,13,2020,135
Baccarat Rouge 540 Extrait Limited Edition Maison Francis Kurkdjian (unisex) ~ 2020,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Baccarat-Rouge-540-Extrait-Limited-Edition-63802.html,24,17,2020,136
African Rose Memo Paris (unisex) ~ 2019,https://www.fragrantica.com/perfume/Memo-Paris/African-Rose-53962.html,21,11,2019,137
Ebony Wood Zara (unisex) ~ 2019,https://www.fragrantica.com/perfume/Zara/Ebony-Wood-58157.html,41,52,2019,138
L'Air Des Alpes Suisses Tauer Perfumes (unisex) ~ 2019,https://www.fragrantica.com/perfume/Tauer-Perfumes/L-Air-Des-Alpes-Suisses-56977.html,28,26,2019,139
Oud Tobacco Montale (unisex) ~ 2020,https://www.fragrantica.com/perfume/Montale/Oud-Tobacco-61494.html,27,26,2020,140
